Program,ParentProject,Project,StationName,StationCode,SampleDate,CollectionTime,LocationCode,CollectionDepth,UnitCollectionDepth,SampleTypeCode,CollectionReplicate,ResultsReplicate,LabBatch,LabSampleID,MatrixName,MethodName,Analyte,Unit,Result,Observation,MDL,RL,ResultQualCode,QACode,BatchVerification,ComplianceCode,SampleComments,CollectionComments,ResultsComments,BatchComments,EventCode,ProtocolCode,SampleAgency,GroupSamples,CollectionMethodName,TargetLatitude,TargetLongitude,CollectionDeviceDescription,CalibrationDate,PositionWaterColumn,PrepPreservationName,PrepPreservationDate,DigestExtractMethod,DigestExtractDate,AnalysisDate,DilutionFactor,ExpectedValue,LabAgency,SubmittingAgency,SubmissionCode,OccupationMethod,StartingBank,DistanceFromBank,UnitDistanceFromBank,StreamWidth,UnitStreamWidth,StationWaterDepth,UnitStationWaterDepth,HydroMod,HydroModLoc,LocationDetailWQComments,ChannelWidth,UpstreamLength,DownstreamLength,TotalReach,LocationDetailBAComments,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nutrient Study Effluent CY 2012,Murphy Canyon Orange,907MCCSB1,3/15/2012,8:45:00,Not Applicable,-88,m,Grab,1,1,WPCL_8748_W_TN,L-112-12-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.73,,0.0416,0.1,=,D,VAC,Com,,MS4,,,WQ,MPSL-DFW_Field_v1.0,RWQCB9,,Water_Grab,32.835369,-117.1222305,Individual Collection by hand,0000-00-00,Not Applicable,FieldAcidified,3/15/2012 0:00,None,1/1/1950,3/28/2012,2,,DFW-WPCL,DFW-WPCL,A,Walk In,NA,-88,m,-88,m,-88,m,ConChan,WI,MS4 Outfall,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nutrient Study Effluent CY 2012,Sheppard Canyon 2,907SCABK1,3/15/2012,10:45:00,Not Applicable,-88,m,Grab,1,1,WPCL_8748_W_TN,L-112-12-06,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.64,,0.0416,0.1,=,D,VAC,Com,,MS4,,,WQ,MPSL-DFW_Field_v1.0,RWQCB9,,Water_Grab,32.83115,-117.0840836,Individual Collection by hand,0000-00-00,Not Applicable,FieldAcidified,3/15/2012 0:00,None,1/1/1950,3/28/2012,2,,DFW-WPCL,DFW-WPCL,A,Walk In,NA,-88,m,-88,m,-88,m,ConChan,WI,MS4 Outfall,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 San Diego River Watershed Tissue 2015,Boulder Creek ~0.7mi above Boulder Cr. Rd.,907S01610,5/4/2015,9:40:00,X,0.1,m,Grab,1,1,WPCL_13087_W_TN,L-228-15-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.132,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.966755,-116.6527481,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/4/2015 0:00,None,1/1/1950,5/12/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 San Diego River Watershed Tissue 2015,Cedar Creek Upstream of Eagle Spur,907SDB016,4/16/2015,11:45:00,X,0.1,m,Grab,1,1,WPCL_13086_W_TN,L-189-15-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.19,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.005951,-116.7010727,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/16/2015 0:00,None,1/1/1950,5/12/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Cedar Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Los Penasquitos Lagoon,906LSPNLG,5/22/2013,11:00:00,AA1,0.1,m,Integrated,1,1,WPCL_10316_W_TN,L-250-13-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.53,,0.104,0.25,=,D,VAC,Com,,"Per SS, KR added R9 samples through loader",,,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.93021,-117.2552795,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,5/22/2013 0:00,None,1/1/1950,5/29/2013,5,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Carmel Valley,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,Mission Bay,90606MISS,5/30/2013,9:30:00,AA1,0.1,m,Integrated,1,1,WPCL_10356_W_TN,L-259-13-01,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,2.11,,0.104,0.25,=,D,VAC,Com,,"Per SS, KR added R9 samples through loader",,,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.770214,-117.2388229,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,5/30/2013 0:00,None,1/1/1950,6/7/2013,5,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,Mission Bay,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Silver Strand Bikeway,908SDBYSS,5/20/2013,14:00:00,AA1,0.1,m,Integrated,1,1,WPCL_10316_W_TN,L-250-13-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,2.08,,0.104,0.25,=,D,VAC,Com,,"Per SS, KR added R9 samples through loader",,,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.603428,-117.1228409,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,5/20/2013 0:00,None,1/1/1950,5/29/2013,5,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,San Diego Bay,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Sweetwater,908SDBYSW,5/20/2013,16:10:00,AA1,0.1,m,Integrated,1,1,WPCL_10316_W_TN,L-250-13-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.352,,0.0208,0.05,=,None,VAC,Com,,"Per SS, KR added R9 samples through loader",,,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.647964,-117.1119156,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,5/20/2013 0:00,None,1/1/1950,5/29/2013,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Rice Canyon-Sweetwater River,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego River Estuary,907SDRVES,5/30/2013,10:30:00,AA1,0.1,m,Integrated,1,1,WPCL_10356_W_TN,L-259-13-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.622,,0.0208,0.05,=,None,VAC,Com,,"Per SS, KR added R9 samples through loader",,,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.7607,-117.2113342,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,5/30/2013 0:00,None,1/1/1950,6/7/2013,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Mission Valley-San Diego River,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Elijo Lagoon,904SNELLG,5/22/2013,13:30:00,AA1,0.1,m,Integrated,1,1,WPCL_10316_W_TN,L-250-13-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.942,,0.0208,0.05,=,None,VAC,Com,,"Per SS, KR added R9 samples through loader",,,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,33.008808,-117.2725754,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,5/22/2013 0:00,None,1/1/1950,5/29/2013,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Lower Escondido Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Forester Creek Monitoring 2012,Forester Creek at the Propsect Bridge,907SDFPB1,11/14/2012,8:50:00,Midchannel,0.1,m,Grab,1,1,WPCL_9862_W_TN,L-683-12-13,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,8.44,,0.208,0.5,=,D,VAC,Com,,,,,WQ,MPSL-DFW_Field_v1.0,RWQCB9,,Water_Grab,32.83168,-116.9859848,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,11/14/2012 0:00,None,1/1/1950,11/29/2012,10,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,9.5,m,0.5,m,0.06,m,ConChan,WI,9.5 m from concrete sidewalls,,,,,,San Diego,73,San Diego,9,,,,,El Cajon,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Forester Creek Monitoring 2012,Forrester Creek 2,907SDFRC2,11/14/2012,8:50:00,Midchannel,0.1,m,Grab,1,1,WPCL_9862_W_TN,L-683-12-11,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,3.33,,0.208,0.5,=,D,VAC,Com,,WPCL reported 10:45 (KR),,,WQ,MPSL-DFW_Field_v1.0,RWQCB9,,Water_Grab,32.839451,-117.0010681,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,11/14/2012 0:00,None,1/1/1950,11/29/2012,10,,DFW-WPCL,DFW-WPCL,A,Walk In,LB,50,m,1.5,m,0.2,m,Bridge,US,50 meters from side of mitigation site,,,,,,San Diego,73,San Diego,9,,,,,Forester Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2014,San Luis Rey at Indian Flats,903NP9SLR,3/25/2014,15:00:00,X,0.1,m,Grab,1,1,WPCL_11597_W_TN,L-139-14-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.671,,0.0208,0.05,=,None,VAC,Com,Too few cobles,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,33.349918,-116.6649017,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/25/2014 0:00,None,1/1/1950,4/11/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,Fry Creek (FRC),903SLFRCx,5/22/2015,10:20:00,X,0.1,m,Grab,1,1,WPCL_13193_W_TN,L-279-15-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.167,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.343979,-116.8816986,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/22/2015 0:00,None,1/1/1950,6/12/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,West Fork San Luis Rey River,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,Kitchen Creek at Kitchen Creek Road,911KCKCRx,4/7/2015,8:45:00,X,0.1,m,Grab,1,1,WPCL_12851_W_TN,L-161-15-09,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.0773,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.78751,-116.4510574,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/7/2015 0:00,None,1/1/1950,4/21/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,Long Canyon Creek 2,911TJLCC2,4/7/2015,12:45:00,X,0.1,m,Grab,1,1,WPCL_12851_W_TN,L-161-15-10,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.116,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.778358,-116.443367,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/7/2015 0:00,None,1/1/1950,4/21/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Kitchen Creek-Cottonwood Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,San Luis Rey at Indian Flats,903NP9SLR,3/19/2015,10:25:00,X,0.1,m,Grab,1,1,WPCL_12781_W_TN,L-129-15-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.498,,0.0208,0.05,=,None,VAC,Com,,,,CRM out of range by 0.10%,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.349918,-116.6649017,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,3/19/2015 0:00,None,1/1/1950,4/7/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2015,Santa Ysabel Creek ~2mi E Hwy 79,905WE0679,3/27/2015,11:25:00,X,0.1,m,Grab,1,1,WPCL_12781_W_TN,L-139-15-07,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.117,,0.0208,0.05,=,None,VAC,Com,,,,CRM out of range by 0.10%,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,33.13163,-116.6544037,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,3/27/2015 0:00,None,1/1/1950,4/7/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2016,Cottonwood Creek ~1.4mi above I8,911NP9UCW,4/20/2016,11:00:00,X,0.1,m,Grab,1,1,WPCL_13792_W_TN,L-174-16-04,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.492,,0.0208,0.05,=,None,VAC,Com,Miscount,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.818291,-116.4923477,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/20/2016 0:00,None,1/1/1950,5/4/2016,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,~0.2mi N Tijuana River,911COPPER,5/2/2017,10:15:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0026_W_TN,1705033-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,1.44,,-88,0.01,=,None,VAC,Com,NR,,,NO MS/MSD,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,32.5616,-116.8291016,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/2/2017 0:00,None,1/1/1950,5/9/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,911COPPER
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Agua Caliente Creek at Pacific Crest Trail,903ACPCT1,5/3/2017,10:30:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0026_W_TN,1705033-07,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.039,,-88,0.01,=,None,VAC,Com,Not enough cobble for additional measures,,,NO MS/MSD,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.295952,-116.6386337,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/3/2017 0:00,None,1/1/1950,5/9/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,903ACPCT1
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Boden Canyon Creek (BOD),905SDBDN9,5/4/2017,9:00:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0026_W_TN,1705033-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.029,,-88,0.01,=,None,VAC,Com,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",,,NO MS/MSD,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,33.093323,-116.8972931,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/4/2017 0:00,None,1/1/1950,5/9/2017,1,,DeltaEnv,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,905SDBDN9
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2017,Descanso Creek above Dakzanita Spr. Cmp.,909NP9DCC,4/3/2017,8:53:00,X,0.1,m,Grab,1,1,CLS_1702673_W_TN,L-135-17-04    ,samplewater,EPA 351.3,"Nitrogen, Total, Total",mg/L,-0.4,,0.4,0.4,ND,HT,VAC,Qual,,,,Total Nitrogen calculated from results from TKN and NO3+NO2 analyses.,BA,SWAMP_2016_WS,RWQCB9,,Water_Grab,32.890209,-116.5746536,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/6/2017 0:00,None,1/1/1950,4/12/2017,1,,CLS,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 San Diego River Watershed Monitoring 2014,Lower Boulder Creek,907SDB035,5/22/2014,10:45:00,X,0.1,m,Grab,1,1,WPCL_11851_W_TN,L-267-14-06,samplewater,QC 10107044B,"Nitrogen, Total, Total",mg/L,0.121,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.974392,-116.7384262,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/22/2014 0:00,None,1/1/1950,6/6/2014,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Boulder Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 San Diego River Watershed Tissue 2015,Boulder Creek 2,907SDBOC2,4/21/2015,9:45:00,X,0.1,m,Grab,1,1,WPCL_13086_W_TN,L-200-15-05,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.1,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,RWQCB9,,Water_Grab,32.963531,-116.6640625,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/21/2015 0:00,None,1/1/1950,5/12/2015,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,RWB9 Depressional Wetlands Study,RWB9 Depressional Wetlands 2012,Emerald Isle Golf Course,904EMISGC,5/23/2012,9:30:00,AA1,0.1,m,Integrated,1,1,CSUSB_C-1001_W_TN,46-R1,samplewater,SM 4500-N B,"Nitrogen, Total, Total",mg/L,2.25,,0.02,0.02,=,VH,"VAC,VQI",Est,,,,"QAO: no MS/MSD or dup, samples >2X HT",BA,SWAMP_2012_DW,DFW-ABL,,Water_Grab,33.212955,-117.3316269,Individual Collection by pole sampler,0000-00-00,Subsurface,LabFrozen,5/23/2012 0:00,None,1/1/1950,1/5/2013,1,,CSUSB,PHYSIS,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2011,Juaquapin Creek above Sweetwater River,909JQCASR,6/1/2011,10:00:00,X,0.1,m,Grab,1,1,WPCL_7785_W_TN,L-266-11-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.303,,0.0208,0.05,=,None,VAC,Com,Few cobbles,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.91468,-116.5656204,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,6/1/2011 0:00,None,1/1/1950,6/27/2011,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2011,Kitchen Creek at Kitchen Creek Road,911KCKCRx,5/31/2011,14:00:00,X,0.1,m,Grab,1,1,WPCL_7785_W_TN,L-265-11-06,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.175,,0.0208,0.05,=,None,VAC,Com,"No Cobbles, bad target coordinates (target coords were up on the hill side. Coords recorded on the water body as near to the target as possible)",,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.78751,-116.4510574,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/31/2011 0:00,None,1/1/1950,6/27/2011,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,SAN DIEGO,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Management Plan 2017,Antone Canyon Creek ~1.3mi above La Posta Trk. Trl.,911NP9ATC,5/10/2017,13:30:00,X,0.1,m,Grab,1,1,DeltaEnv_17F0059_W_TN,1705062-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.392,,-88,0.01,=,None,VAC,Com,,,,native sample for MS/D is not included in batch,BA,SWAMP_2016_WS,DFW-ABL,,Water_Grab,32.768242,-116.417572,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,5/10/2017 0:00,None,1/1/1950,5/18/2017,1,,DeltaEnv,DFW-WPCL,"A,MD",,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,911NP9ATC
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Mgmt Plan Index Study 2009,Noble Canyon Creek ~0.8mi above Pine Valley Cr.,911NCPCR2,4/28/2009,16:00:00,X,0.1,m,Grab,1,1,WPCL_4837_W_TN,L-224-09-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.265,,0.01,0.03,=,None,VAC,Com,other = high dessert chapparal,,,,BA,SWAMP_2007_WS,MPSL-DFW,,Water_Grab,32.863914,-116.5086517,Individual Collection by hand,0000-00-00,Subsurface,LabAcidified,4/30/2009 0:00,None,1/1/1950,5/15/2009,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Mgmt Plan Index Study 2010,Cedar Creek 2,907CCCR02,3/29/2010,16:00:00,X,0.1,m,Grab,1,1,WPCL_5938_W_TN,L-142-10-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.218,,0.02,0.05,=,None,VAC,Com,Lots of dense cattails in most of reach,,,,BA,SWAMP_2007_WS,MPSL-DFW,,Water_Grab,33.00222,-116.7088928,Individual Collection by hand,0000-00-00,Subsurface,LabAcidified,3/31/2010 0:00,None,1/1/1950,4/14/2010,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Cedar Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Mgmt Plan Index Study 2010,Cedar Creek 2,907CCCR02,5/5/2010,8:00:00,X,0.1,m,Grab,1,1,WPCL_6086_W_TN,L-207-10-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.128,,0.02,0.05,=,None,VAC,Com,,Sampling agency reported by WPCL as DFG-ABL,,,BA,SWAMP_2007_WS,MPSL-DFW,,Water_Grab,33.00222,-116.7088928,Individual Collection by hand,0000-00-00,Subsurface,LabAcidified,5/6/2010 0:00,None,1/1/1950,5/25/2010,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Cedar Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP Reference Condition Management Plan,Statewide Ref Condition Mgmt Plan Index Study 2010,Cedar Creek 2,907CCCR02,8/24/2010,13:00:00,X,0.1,m,Grab,1,1,WPCL_6793_W_TN,L-535-10-02,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.701,,0.02,0.05,=,None,VAC,Com,"Dry transects at C,G and GH. The entire reach was small pools with heavy tule growth.  Could not measure flow. This site was entered on a field laptop.",,,,BA,SWAMP_2007_WS,MPSL-DFW,,Water_Grab,33.00222,-116.7088928,Individual Collection by hand,0000-00-00,Subsurface,LabAcidified,8/27/2010 0:00,None,1/1/1950,9/8/2010,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Cedar Creek,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Cyanobacteria 2013,San Diego Bay near Naval Training Center,908SDBNTC,5/30/2013,11:20:00,AA1,0.1,m,Integrated,1,1,WPCL_10356_W_TN,L-259-13-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.402,,0.0208,0.05,=,None,VAC,Com,,"Per SS, KR added R9 samples through loader",,,WQ,SD_Cyano_QAPP_2013,RWQCB9,,Water_Grab,32.740898,-117.2090683,Not Recorded,0000-00-00,Not Applicable,FieldAcidified,5/30/2013 0:00,None,1/1/1950,6/7/2013,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,Americas Cup Harbor-San Diego Bay,1.80703E+11,NULL,
Surface Water Ambient Monitoring Program,SWAMP RWB9 Monitoring,RWB9 Nonperennial Stream Study 2013,~0.2mi N Tijuana River,911COPPER,4/2/2013,10:00:00,X,0.1,m,Grab,1,1,WPCL_10144_W_TN,L-126-13-03,samplewater,SM 4500-N CM v21,"Nitrogen, Total, Total",mg/L,0.129,,0.0208,0.05,=,None,VAC,Com,,,,,BA,SWAMP_2007_WS,DFW-ABL,,Water_Grab,32.5616,-116.8291016,Individual Collection by hand,0000-00-00,Subsurface,FieldAcidified,4/2/2013 0:00,None,1/1/1950,4/16/2013,1,,DFW-WPCL,DFW-WPCL,A,,,,,,,,,,,,,,,,,San Diego,73,San Diego,9,,,,,,,NULL,
